Plant code;Latijnse naam;Nederlandse naam;Oorsprong;Familie;Groep;Bloemkleur;Bloemkleurdetail;Bladkleur;Bloeimaand;Hoogte;Hoogtedetail;Habitat - licht;Habitat - grondsoort;Habitat - pH;Habitat - vochtigheid;Bijenvriendelijkheid;Bijenvriendelijkheidsdetail;Referenties;Foto's;Cultivars
PL0700;Rudbeckia nitida;Zonnehoed;;Asteraceae;Vaste planten;;;;;;;;;;;;;Plants for bees (W.D.J.Kirk, F.N.Howes);;Rudbeckia nitida 'Herbstsonne'
PL0701;Rudbeckia occidentalis;Zonnehoed;;Asteraceae;Vaste planten;;;;;;;;;;;;;Plants for bees (W.D.J.Kirk, F.N.Howes);;Rudbeckia occidentalis 'Black Beauty',Rudbeckia occidentalis 'Green Wizzard'
PL0702;Ruta graveolens;;;Rutaceae;Kruiden;;;;6,7,8;;;;;;;;;Plants for bees (W.D.J.Kirk, F.N.Howes);;Ruta graveolens 'Jackman's Blue'
PL0703;Salix alba;;;Salicaceae;;;;;;;;;;;;;;Plants for bees (W.D.J.Kirk, F.N.Howes);;Salix alba 'Chermesina',Salix alba 'Ename',Salix alba 'Liempde',Salix alba 'Tristis'
PL0704;Salix aurita;;;Salicaceae;;;;;;;;;;;;;;Plants for bees (W.D.J.Kirk, F.N.Howes);;
PL0705;Salix babylonica;;;Salicaceae;;;;;;;;;;;;;;Plants for bees (W.D.J.Kirk, F.N.Howes);shutterstock_76711972.jpg;
PL0706;Salix caprea;Wilg;;Salicaceae;Bomen;;;;;;;;;;;;;Bijenplantengids (F.J.Jacobs, K.Beeuwsaert, B.Rotthier),Plants for bees (W.D.J.Kirk, F.N.Howes);shutterstock_27377899.jpg,shutterstock_44980171.jpg;Salix caprea 'Kilmarnock'
PL0707;Salix cinerea;;;Salicaceae;;;;;;;;;;;;;;Plants for bees (W.D.J.Kirk, F.N.Howes);;
PL0708;Salix daphnoides;;;Salicaceae;;;;;;;;;;;;;;Plants for bees (W.D.J.Kirk, F.N.Howes);shutterstock_71797330.jpg;
PL0709;Salix elaeagnos;Wilg;;Salicaceae;Heesters;;;;;;;;;;;;;Plants for bees (W.D.J.Kirk, F.N.Howes);;Salix elaeagnos 'Angustifolia'
PL0710;Salix exigua;Wilg;;Salicaceae;Bomen;;;;;;;;;;;;;Plants for bees (W.D.J.Kirk, F.N.Howes);;
PL0711;Salix fragilis;;;Salicaceae;;;;;;;;;;;;;;Plants for bees (W.D.J.Kirk, F.N.Howes);;
PL0712;Salix gracilistyla;Wilg;;Salicaceae;Heesters;;;;;;;;;;;;;;;Salix gracilistyla 'Melanostachys'
PL0713;Salix hastata;Wilg;;Salicaceae;Heesters;;;;;;;;;;;;;;;Salix hastata 'Wehrhahnii'
PL0714;Salix integra;Wilg;;Salicaceae;Heesters;;;;;;;;;;;;;;;Salix integra 'Hakuro Nishiki'
PL0715;Salix purpurea;Wilg;;Salicaceae;Heesters;;;;;;;;;;;;;;;Salix purpurea 'Nana'
PL0716;Salix repens;Wilg;;Salicaceae;Heesters;;;grijsgroen blad;4,5;;100 cm;zon,schaduw;;;;;;Bijenplantengids (F.J.Jacobs, K.Beeuwsaert, B.Rotthier),Plants for bees (W.D.J.Kirk, F.N.Howes);shutterstock_12080848.jpg;
PL0717;Salix sachalinensis;Wilg;;Salicaceae;Heesters;;;;;;;;;;;;;;;Salix sachalinensis 'Sekka'
PL0718;Salix triandra;Wilg;;Salicaceae;Heesters;;;;;;;;;;;;;Plants for bees (W.D.J.Kirk, F.N.Howes);;
PL0719;Salvia argentea;Salie;;Lamiaceae;Vaste planten;wit,geel;wit & geel;;6,7,8;;60 cm;zon;;;;;;Plants for bees (W.D.J.Kirk, F.N.Howes);;
PL0720;Salvia brandegeei;Salie;;Lamiaceae;Vaste planten;;;;3,4;;;;;;;;;Plants for bees (W.D.J.Kirk, F.N.Howes),California bees and blooms (G.W.Frankie, R.W.Thorp, R.E.Coville, B.Ertter);;
PL0721;Salvia chamaedryoides;Salie;;Lamiaceae;Vaste planten;;;;;;;;;;;;;Plants for bees (W.D.J.Kirk, F.N.Howes),California bees and blooms (G.W.Frankie, R.W.Thorp, R.E.Coville, B.Ertter);;
PL0722;Salvia chiapensis;Salie;;Lamiaceae;Vaste planten;;;;;;;;;;;;;Plants for bees (W.D.J.Kirk, F.N.Howes),California bees and blooms (G.W.Frankie, R.W.Thorp, R.E.Coville, B.Ertter);;
PL0723;Salvia greggii;Salie;;Lamiaceae;Vaste planten;;;;;;;;;;;;;Plants for bees (W.D.J.Kirk, F.N.Howes),California bees and blooms (G.W.Frankie, R.W.Thorp, R.E.Coville, B.Ertter);;
PL0724;Salvia leucantha;Salie;;Lamiaceae;Vaste planten;;;;;;;;;;;;;Plants for bees (W.D.J.Kirk, F.N.Howes),California bees and blooms (G.W.Frankie, R.W.Thorp, R.E.Coville, B.Ertter);;
PL0725;Salvia leucophylla;Salie;;Lamiaceae;Vaste planten;;;;;;;;;;;;;Plants for bees (W.D.J.Kirk, F.N.Howes),California bees and blooms (G.W.Frankie, R.W.Thorp, R.E.Coville, B.Ertter);;
PL0726;Salvia mellifera;Salie;;Lamiaceae;Vaste planten;;;;;;;;;;;;;Plants for bees (W.D.J.Kirk, F.N.Howes),California bees and blooms (G.W.Frankie, R.W.Thorp, R.E.Coville, B.Ertter);;
PL0727;Salvia microphylla;Salie;;Lamiaceae;Vaste planten;;;;;;;;;;;;;Plants for bees (W.D.J.Kirk, F.N.Howes),California bees and blooms (G.W.Frankie, R.W.Thorp, R.E.Coville, B.Ertter);;Salvia microphylla 'Hot Lips'
PL0728;Salvia munzii;Salie;;Lamiaceae;Vaste planten;;;;;;;;;;;;;Plants for bees (W.D.J.Kirk, F.N.Howes),California bees and blooms (G.W.Frankie, R.W.Thorp, R.E.Coville, B.Ertter);;
PL0729;Salvia nemorosa;Salie;;Lamiaceae;Vaste planten;;;;;;;;;;;;;;;Salvia nemorosa 'Amethyst',Salvia nemorosa 'BlauhÅgel',Salvia nemorosa 'Caradonna',Salvia nemorosa 'Mainacht',Salvia nemorosa 'Marcus' (r),Salvia nemorosa 'Negrito',Salvia nemorosa 'Ostfriesland',Salvia nemorosa 'Pink Friesland' (r),Salvia nemorosa 'RÅgen',Salvia nemorosa 'SchneehÅgel',Salvia nemorosa 'TÑnzerin',Salvia nemorosa 'Viola Klose',Salvia nemorosa 'Wesuwe'
PL0730;Salvia officinalis;Salie;;Lamiaceae;Kruiden;paars;violetlila;;5,6,7;;15 cm;zon;;;;;;Bijenplantengids (F.J.Jacobs, K.Beeuwsaert, B.Rotthier),Plants for bees (W.D.J.Kirk, F.N.Howes);shutterstock_25647373.jpg;Salvia officinalis 'Albiflora',Salvia officinalis 'Berggarten',Salvia officinalis 'Grete Stîlzle',Salvia officinalis 'Purpurascens',Salvia officinalis 'Tricolor'
PL0731;Salvia patens;Salie;;Lamiaceae;Vaste planten;;;;;;;;;;;;;;;Salvia patens 'Royal Blue'
PL0732;Salvia pratensis;;;Lamiaceae;Vaste planten;;;;;;;;;;;;;Plants for bees (W.D.J.Kirk, F.N.Howes);shutterstock_49272811.jpg;
PL0733;Salvia splendens;;;Lamiaceae;Vaste planten;;;;;;;;;;;;;Plants for bees (W.D.J.Kirk, F.N.Howes);;
PL0734;Salvia uliginosa;Salie;;Lamiaceae;Vaste planten;blauw;lichtblauw;;7,8,9,10;;150 cm;zon;;;;;;Plants for bees (W.D.J.Kirk, F.N.Howes),California bees and blooms (G.W.Frankie, R.W.Thorp, R.E.Coville, B.Ertter);;
PL0735;Salvia verbenaca;;;Lamiaceae;Vaste planten;;;;;;;;;;;;;Plants for bees (W.D.J.Kirk, F.N.Howes);;
PL0736;Salvia verticillata;Salie;;Lamiaceae;Vaste planten;;;;;;;;;;;;;;;Salvia verticillata 'Purple Rain'
PL0737;Sambucus nigra;Vlier;;;Heesters;;;;;;;;;;;;;;;Sambucus nigra 'Black Beauty',Sambucus nigra 'Black Lace',Sambucus nigra 'Black Tower'
PL0738;Sanguinaria canadensis;;;Papaveraceae;Vaste planten;;;;4;;;;;;;;;Plants for bees (W.D.J.Kirk, F.N.Howes);;
PL0739;Saponaria officinalis;Zeepkruid;;Caryophyllaceae;Vaste planten;;;;;;;;;;;;;Plants for bees (W.D.J.Kirk, F.N.Howes);;Saponaria officinalis 'Alba Plena',Saponaria officinalis 'Rosea Plena'
PL0740;Saponaria vaccaria,Vaccaria hispanica;;;Caryophyllaceae;Vaste planten;;;;7,8,9;;;;;;;;;Plants for bees (W.D.J.Kirk, F.N.Howes);;
PL0741;Sarcococca hookeriana;Vleesbes;;;Heesters;;;;;;;;;;;;;;;Sarcococca hookeriana var. digyna,Sarcococca hookeriana var. humilis
PL0742;Sassafras albidum;;;Lauraceae;Bomen;;;;5;;;;;;;;;Plants for bees (W.D.J.Kirk, F.N.Howes);;
PL0743;Satureja hortensis;;;;;;;;;;;;;;;;;Plants for bees (W.D.J.Kirk, F.N.Howes);shutterstock_12809206.jpg,shutterstock_61106779.jpg;
PL0744;Satureja montana;Bonekruid;;Lamiaceae;Kruiden;roze;;;7,8;;30 cm;zon;;;;;;Plants for bees (W.D.J.Kirk, F.N.Howes);;
PL0745;Saxifraga arendsii;Steenbreek;;Saxifragaceae;Vaste planten;;;;;;;;;;;;;;;Saxifraga arendsii 'BlÅtenteppich',Saxifraga arendsii 'Highlander White and Red',Saxifraga arendsii 'Purpurteppich',Saxifraga arendsii 'Schneeteppich',Saxifraga arendsii 'Touran Scarlet' (r)
PL0746;Saxifraga urbium;Steenbreek;;Saxifragaceae;Vaste planten;wit;;;5,6,7;;30 cm;zon;;;;;;Plants for bees (W.D.J.Kirk, F.N.Howes);;Saxifraga urbium 'Variegata'
PL0747;Scabiosa atropurpurea;;;Dipsacaceae;Vaste planten;;;;6,7,8;;;;;;;;;Plants for bees (W.D.J.Kirk, F.N.Howes),California bees and blooms (G.W.Frankie, R.W.Thorp, R.E.Coville, B.Ertter);;
PL0748;Scabiosa caucasica;Duifkruid;;Dipsacaceae;Vaste planten;;;;;;;;;;;;;;;Scabiosa caucasica 'Miss Willmott',Scabiosa caucasica 'Miss Willmott',Scabiosa caucasica 'Perfecta',Scabiosa caucasica 'Perfecta Alba',Scabiosa caucasica 'StÑfa'
PL0749;Scabiosa columbaria;Duifkruid;;Dipsacaceae;Vaste planten;;;;;;;;;;;;;Plants for bees (W.D.J.Kirk, F.N.Howes),California bees and blooms (G.W.Frankie, R.W.Thorp, R.E.Coville, B.Ertter);shutterstock_4098562.jpg;Scabiosa columbaria 'Butterfly Blue',Scabiosa columbaria 'Pink Mist'
PL0750;Scilla luciliae;;;Asparagaceae;;;;;3,4,5;;;;;;;;;Plants for bees (W.D.J.Kirk, F.N.Howes);;
PL0751;Scilla sardensis;;;Asparagaceae;;;;;;;;;;;;;;Plants for bees (W.D.J.Kirk, F.N.Howes);;
PL0752;Scilla siberica;;;Asparagaceae;;;;;;;;;;;;;;Plants for bees (W.D.J.Kirk, F.N.Howes);shutterstock_79557607.jpg,shutterstock_27003433.jpg;
PL0753;Scrophularia auriculata;;;Scrophulariaceae;Vaste planten;;;;;;;;;;;;;Plants for bees (W.D.J.Kirk, F.N.Howes);;
PL0754;Scrophularia marilandica;;;Scrophulariaceae;Vaste planten;;;;;;;;;;;;;Plants for bees (W.D.J.Kirk, F.N.Howes);;
PL0755;Scrophularia nodosa;;;Scrophulariaceae;Vaste planten;;;;;;;;;;;;;Plants for bees (W.D.J.Kirk, F.N.Howes);;
PL0756;Scrophularia vernalis;;;Scrophulariaceae;Vaste planten;;;;;;;;;;;;;Plants for bees (W.D.J.Kirk, F.N.Howes);;
PL0757;Sedum acre;Vetkruid;;Crassulaceae;Vaste planten;geel;donkergeel;;6,7;;10 cm;zon;;;;;;Bijenplantengids (F.J.Jacobs, K.Beeuwsaert, B.Rotthier),Plants for bees (W.D.J.Kirk, F.N.Howes);shutterstock_82761445.jpg;Sedum acre 'Aureum',Sedum acre 'Yellow Queen'
PL0758;Sedum cauticola;Vetkruid;;Crassulaceae;Vaste planten;;;;;;;;;;;;;;;Sedum cauticola 'Lidakense'
PL0759;Sedum kamtschaticum;Vetkruid;;Crassulaceae;Vaste planten;;;;;;;;;;;;;;;Sedum kamtschaticum 'Variegatum'
PL0760;Sedum spathulifolium;Vetkruid;;Crassulaceae;Vaste planten;;;;;;;;;;;;;;;Sedum spathulifolium 'Cape Blanco'
PL0761;Sedum spectabile;Vetkruid;;Crassulaceae;Vaste planten;;;;;;;;;;;;;Plants for bees (W.D.J.Kirk, F.N.Howes);shutterstock_42973414.jpg;Sedum spectabile 'Brillant',Sedum spectabile 'Iceberg',Sedum spectabile 'Star Dust'
PL0762;Sedum spurium;Vetkruid;;Crassulaceae;Vaste planten;;;;;;;;;;;;;;;Sedum spurium 'Coccineum',Sedum spurium 'Fuldaglut'
PL0763;Sedum stoloniferum;Vetkruid;;Crassulaceae;Vaste planten;;;;;;;;;;;;;;;Sedum stoloniferum 'Strawberries and Cream'
PL0764;Sedum telephium;Vetkruid;;Crassulaceae;Vaste planten;;;;;;;;;;;;;Plants for bees (W.D.J.Kirk, F.N.Howes);shutterstock_36868486.jpg;Sedum telephium 'Munstead Purple',Sedum telephium ssp. ruprechtii
PL0765;Senecio cineraria;;;Asteraceae;;;;;;;;;;;;;;Plants for bees (W.D.J.Kirk, F.N.Howes),California bees and blooms (G.W.Frankie, R.W.Thorp, R.E.Coville, B.Ertter);;
PL0766;Senecio doronicum;;;Asteraceae;;;;;;;;;;;;;;Plants for bees (W.D.J.Kirk, F.N.Howes);;
PL0767;Senecio elegans;;;Asteraceae;;;;;5,6,7;;;;;;;;;Plants for bees (W.D.J.Kirk, F.N.Howes);;
PL0768;Senecio jacobaea;;;Asteraceae;;;;;6,7,8,9,10;;;;;;;;;Plants for bees (W.D.J.Kirk, F.N.Howes);;
PL0769;Senecio sarracenicus;;;Asteraceae;;;;;;;;;;;;;;Plants for bees (W.D.J.Kirk, F.N.Howes);;
PL0770;Senecio squalides;;;Asteraceae;;;;;;;;;;;;;;Plants for bees (W.D.J.Kirk, F.N.Howes);;
PL0771;Sida hermaphrodita;;;Malvaceae;Vaste planten;;;;7,8,9;;;;;;;;;Plants for bees (W.D.J.Kirk, F.N.Howes);;
PL0772;Sidalcea malviflora;;;Malvaceae;Vaste planten;;;;6,7,8;;;;;;;;;Plants for bees (W.D.J.Kirk, F.N.Howes);;
PL0773;Silene dioica;;;Caryophyllaceae;Vaste planten;;;;5,6;;;;;;;;;Plants for bees (W.D.J.Kirk, F.N.Howes);;
PL0774;Silene flos-cuculi;;;Caryophyllaceae;vaste planten;;;;5,6,7,8;;;;;;;;;Plants for bees (W.D.J.Kirk, F.N.Howes);;
PL0775;Sinapis alba;;;Brassicaceae;;;;;5,6,7,8,9;;;;;;;;;Plants for bees (W.D.J.Kirk, F.N.Howes);shutterstock_50078077.jpg;
PL0776;Sinapis arvensis;;;Brassicaceae;;;;;4,5,6,7;;;;;;;;;Plants for bees (W.D.J.Kirk, F.N.Howes);shutterstock_1398920.jpg;
PL0777;Solanum lycopersicum;Tomaat;;Solanaceae;;;;;5,6,7,8;;;;;;;;;Plants for bees (W.D.J.Kirk, F.N.Howes);;
PL0778;Solanum xanti;;;Solanaceae;;;;;;;;;;;;;;California bees and blooms (G.W.Frankie, R.W.Thorp, R.E.Coville, B.Ertter);;
PL0779;Solidago californica;;;Asteraceae;Vaste planten;;;;;;;;;;;;;Plants for bees (W.D.J.Kirk, F.N.Howes),California bees and blooms (G.W.Frankie, R.W.Thorp, R.E.Coville, B.Ertter);;
PL0780;Solidago rugosa;Guldenroede;;Asteraceae;Vaste planten;;;;;;;;;;;;;;;Solidago rugosa 'Fireworks'
PL0781;Sonchu oleraceus;;;Asteraceae;Vaste planten;;;;;;;;;;;;;Plants for bees (W.D.J.Kirk, F.N.Howes);;
PL0782;Sonchus arvensis;;;Asteraceae;Vaste planten;;;;;;;;;;;;;Plants for bees (W.D.J.Kirk, F.N.Howes);;
PL0783;Sophora davidii;;;Fabaceae;bomen;;;;;;;;;;;;;Plants for bees (W.D.J.Kirk, F.N.Howes);;
PL0784;Sophora japonica,Styphnolobium japonicum;Honingboom;;Fabaceae;bomen;;;;9;;;;;;;;;Bijenplantengids (F.J.Jacobs, K.Beeuwsaert, B.Rotthier),Plants for bees (W.D.J.Kirk, F.N.Howes);;Sophora japonica 'Pendula'
PL0785;Sorbus aria;Lijsterbes;;Rosaceae;Bomen;;;;;;;;;;;;;Plants for bees (W.D.J.Kirk, F.N.Howes);shutterstock_50946508.jpg;Sorbus aria 'Magnifica'
PL0786;Sorbus aucuparia;Lijsterbes;;Rosaceae;Bomen;;;;5,6;;;;;;;;;Bijenplantengids (F.J.Jacobs, K.Beeuwsaert, B.Rotthier),Plants for bees (W.D.J.Kirk, F.N.Howes);shutterstock_63584986.jpg;
PL0787;Sorbus intermedia;Lijsterbes;;Rosaceae;Bomen;;;;5,6;;;;;;;;;Bijenplantengids (F.J.Jacobs, K.Beeuwsaert, B.Rotthier),Plants for bees (W.D.J.Kirk, F.N.Howes);;
PL0788;Sphaeralcea ambigua;;;Malvaceae;;;;;;;;;;;;;;California bees and blooms (G.W.Frankie, R.W.Thorp, R.E.Coville, B.Ertter);;
PL0789;Stachys byzantina;Andoorn;;Lamiaceae;Vaste planten;paars;lila;grijs blad;6,7,8;;60 cm;zon;;;;;;Plants for bees (W.D.J.Kirk, F.N.Howes);;Stachys byzantina 'Cotton Boll',Stachys byzantina 'Silver Carpet'
PL0790;Stachys palustris;;;Lamiaceae;Vaste planten;;;;;;;;;;;;;Plants for bees (W.D.J.Kirk, F.N.Howes);shutterstock_33205843.jpg;
PL0791;Stachys recta;;;Lamiaceae;Vaste planten;;;;;;;;;;;;;Plants for bees (W.D.J.Kirk, F.N.Howes);;
PL0792;Stachys sylvatica;;;Lamiaceae;Vaste planten;;;;;;;;;;;;;Plants for bees (W.D.J.Kirk, F.N.Howes);;
PL0793;Succisa pratensis;;;Dipsacaceae;Vaste planten;;;;;;;;;;;;;Plants for bees (W.D.J.Kirk, F.N.Howes);;
PL0794;Symphoricarpos albus;Sneeuwbes;;Caprifoliaceae;Heesters;;;;6,7,8;;;;;;;;;Plants for bees (W.D.J.Kirk, F.N.Howes);shutterstock_80313193.jpg;
PL0795;Symphoricarpos occidentalis;Sneeuwbes;;Caprifoliaceae;Heesters;;;;;;;;;;;;;Plants for bees (W.D.J.Kirk, F.N.Howes);;
PL0796;Symphoricarpos orbiculatus;Sneeuwbes;;Caprifoliaceae;Heesters;;;;;;;;;;;;;Plants for bees (W.D.J.Kirk, F.N.Howes);;
PL0797;Symphytum grandiflorum;Smeerwortel;;Boraginaceae;Vaste planten;wit;cräme;;5,6;;30 cm;zon,schaduw;;;;;;Plants for bees (W.D.J.Kirk, F.N.Howes);;Symphytum grandiflorum 'Wisley Blue'
PL0798;Symphytum officinale;;;Boraginaceae;vaste planten;;;;3,4,5,6;;;;;;;;;Plants for bees (W.D.J.Kirk, F.N.Howes);;
PL0799;Syringa komarowii;Sering;;Oleaceae;Heesters;;;;;;;;;;;;;Plants for bees (W.D.J.Kirk, F.N.Howes);;
PL0800;Syringa meyeri;Sering;;Oleaceae;Heesters;;;;;;;;;;;;;;;Syringa meyeri 'Palibin'
PL0801;Syringa microphylla;Sering;;Oleaceae;Heesters;;;;;;;;;;;;;;;Syringa microphylla 'Superba'
PL0802;Syringa patula;Sering;;Oleaceae;Heesters;;;;;;;;;;;;;;;Syringa patula 'Miss Kim'
PL0803;Syringa tomentella;Sering;;Oleaceae;Heesters;;;;;;;;;;;;;Plants for bees (W.D.J.Kirk, F.N.Howes);;
PL0804;Syringa vulgaris;Sering;;Oleaceae;Heesters;;;;;;;;;;;;;Plants for bees (W.D.J.Kirk, F.N.Howes);shutterstock_80901952.jpg;Syringa vulgaris 'Andenken an Ludwig SpÑth',Syringa vulgaris 'Charles Joly',Syringa vulgaris 'Dentelle d'Anjou',Syringa vulgaris 'Katherine Havemeyer',Syringa vulgaris 'Michel Buchner',Syringa vulgaris 'Mme Florent Stepman',Syringa vulgaris 'Mme Lemoine',Syringa vulgaris 'Mrs. Edward Harding',Syringa vulgaris 'Primrose',Syringa vulgaris 'Prince Wolkonsky',Syringa vulgaris 'Princesse Sturdza',Syringa vulgaris 'Sensation',Syringa vulgaris 'Znamya Lenina'
PL0805;Tamarix gallica;Tamarisk;;Tamaricaceae;Heesters;;;;;;;;;;;;;Plants for bees (W.D.J.Kirk, F.N.Howes);shutterstock_55585189.jpg;
PL0806;Tamarix parviflora;Tamarisk;;Tamaricaceae;Heesters;roze;lichtroze;;5,6;;200 cm;zon;;;;;;Plants for bees (W.D.J.Kirk, F.N.Howes);;
PL0807;Tamarix ramosissima;Tamarisk;;Tamaricaceae;Heesters;;;;;;;;;;;;;;;Tamarix ramosissima 'Rubra'
PL0808;Tamarix tetrandra;Tamarisk;;Tamaricaceae;Heesters;;;;;;;;;;;;;Plants for bees (W.D.J.Kirk, F.N.Howes);;
PL0809;Tanacetum vulgare;;;Asteraceae;Vaste planten;;;;7,8,9;;;;;;;;;Plants for bees (W.D.J.Kirk, F.N.Howes);shutterstock_38915977.jpg;
PL0810;Taraxacum officinale;;;Asteraceae;Vaste planten;;;;3,4,5,6,7,8,9,10;;;;;;;;;Plants for bees (W.D.J.Kirk, F.N.Howes);;
PL0811;Taxus baccata;Venijnboom;;Taxaceae;Coniferen;;;;3,4;;;;;;;;;Bijenplantengids (F.J.Jacobs, K.Beeuwsaert, B.Rotthier),Plants for bees (W.D.J.Kirk, F.N.Howes);;Taxus baccata 'Fastigiata',Taxus baccata 'Fastigiata Aureomarginata'
PL0812;Teucrium fruticans;;;Lamiaceae;Vaste planten;;;;;;;;;;;;;Plants for bees (W.D.J.Kirk, F.N.Howes);;
PL0813;Teucrium scordium;;;Lamiaceae;Vaste planten;;;;;;;;;;;;;Plants for bees (W.D.J.Kirk, F.N.Howes);;
PL0814;Teucrium scorodonia;;;Lamiaceae;Vaste planten;;;;7,8;;;;;;;;;Plants for bees (W.D.J.Kirk, F.N.Howes);;
PL0815;Thalictrum delavayi;Ruit;;;Vaste planten;;;;;;;;;;;;;;;Thalictrum delavayi 'Hewitt's Double'
PL0816;Thlaspi arvens;;;Brassicaceae;Vaste planten;;;;5,6,7;;;;;;;;;Plants for bees (W.D.J.Kirk, F.N.Howes);;
PL0817;Thymus citriodorus;Tijm;;Lamiaceae;Kruiden;;;;;;;;;;;;;;;Thymus citriodorus 'Aureus',Thymus citriodorus 'Silver Queen'
PL0818;Thymus polytrichus;Tijm;;Lamiaceae;Kruiden;;;;;;;;;;;;;Plants for bees (W.D.J.Kirk, F.N.Howes);;
PL0819;Thymus praecox;Tijm;;Lamiaceae;Kruiden;;;;;;;;;;;;;;;Thymus praecox 'Albiflorus',Thymus praecox 'Coccineus',Thymus praecox 'Elfin'
PL0820;Thymus serpyllum;Tijm;;Lamiaceae;Kruiden;paars,roze;paarsroze;;6,7;;5 cm;zon;;;;;;Bijenplantengids (F.J.Jacobs, K.Beeuwsaert, B.Rotthier),Plants for bees (W.D.J.Kirk, F.N.Howes);shutterstock_79728691.jpg;
PL0821;Thymus vulgaris;Tijm;;Lamiaceae;Kruiden;paars;;;6,7;;20 cm;zon;;;;;;Bijenplantengids (F.J.Jacobs, K.Beeuwsaert, B.Rotthier),Plants for bees (W.D.J.Kirk, F.N.Howes);shutterstock_59660677.jpg;Thymus vulgaris 'Compactus'
PL0822;Tilia americana;Linde;;Malvaceae;Bomen;;;;;;;;;;;;;Plants for bees (W.D.J.Kirk, F.N.Howes);;
PL0823;Tilia cordata;Linde;;Malvaceae;Bomen;;;;;;;;;;;;;Bijenplantengids (F.J.Jacobs, K.Beeuwsaert, B.Rotthier),Plants for bees (W.D.J.Kirk, F.N.Howes);shutterstock_16146160.jpg;Tilia cordata 'Greenspire'
PL0824;Tilia henryana;Linde;;Malvaceae;Bomen;;;;;;;;;;;;;Plants for bees (W.D.J.Kirk, F.N.Howes);;
PL0825;Tilia heterophylla;Linde;;Malvaceae;Bomen;;;;;;;;;;;;;Plants for bees (W.D.J.Kirk, F.N.Howes);;
PL0826;Tilia insularis;Linde;;Malvaceae;Bomen;;;;;;;;;;;;;Plants for bees (W.D.J.Kirk, F.N.Howes);;
PL0827;Tilia kiusiana;Linde;;Malvaceae;Bomen;;;;;;;;;;;;;Plants for bees (W.D.J.Kirk, F.N.Howes);;
PL0828;Tilia mandshurica;Linde;;Malvaceae;Bomen;;;;;;;;;;;;;Plants for bees (W.D.J.Kirk, F.N.Howes);;
PL0829;Tilia miqueliana;Linde;;Malvaceae;Bomen;;;;;;;;;;;;;Plants for bees (W.D.J.Kirk, F.N.Howes);;
PL0830;Tilia mongolia;Linde;;Malvaceae;Bomen;;;;;;;;;;;;;Plants for bees (W.D.J.Kirk, F.N.Howes);;
PL0831;Tilia oliveri;Linde;;Malvaceae;Bomen;;;;;;;;;;;;;Plants for bees (W.D.J.Kirk, F.N.Howes);;
PL0832;Tilia platyphyllos;Linde;;Malvaceae;Bomen;;;;;;;;;;;;;Bijenplantengids (F.J.Jacobs, K.Beeuwsaert, B.Rotthier),Plants for bees (W.D.J.Kirk, F.N.Howes);;Tilia platyphyllos 'Compacta',Tilia platyphyllos 'Ename',Tilia platyphyllos 'Rubra'
PL0833;Tilia tomentosa;Linde;;Malvaceae;Bomen;;;;;;;;;;;;;Bijenplantengids (F.J.Jacobs, K.Beeuwsaert, B.Rotthier),Plants for bees (W.D.J.Kirk, F.N.Howes);;Tilia tomentosa 'Brabant',Tilia tomentosa 'Doornik'
PL0834;Tilia vulgaris;Linde;;Malvaceae;Bomen;;;;;;;;;;;;;;;Tilia vulgaris 'Pallida'
PL0835;Tithonia rotundifolia;;;;;;;;;;;;;;;;;California bees and blooms (G.W.Frankie, R.W.Thorp, R.E.Coville, B.Ertter);;
PL0836;Trifolium arvense;;;Fabaceae;Vaste planten;;;;;;;;;;;;;Plants for bees (W.D.J.Kirk, F.N.Howes);;
PL0837;Trifolium campestre;;;Fabaceae;Vaste planten;;;;6,7,8;;;;;;;;;Plants for bees (W.D.J.Kirk, F.N.Howes);shutterstock_39347116.jpg;
PL0838;Trifolium dubium;;;Fabaceae;Vaste planten;;;;6,7;;;;;;;;;Plants for bees (W.D.J.Kirk, F.N.Howes);;
PL0839;Trifolium fragiferum;;;Fabaceae;Vaste planten;;;;;;;;;;;;;Plants for bees (W.D.J.Kirk, F.N.Howes);;
PL0840;Trifolium hybridum;;;Fabaceae;Vaste planten;;;;6,7,8,9;;;;;;;;;Plants for bees (W.D.J.Kirk, F.N.Howes);;
PL0841;Trifolium incarnatum;;;Fabaceae;;;;;5,6,7,8,9;;;;;;;;;Plants for bees (W.D.J.Kirk, F.N.Howes);shutterstock_13122478.jpg;
PL0842;Trifolium pratense;;;Fabaceae;Vaste planten;;;;5,6,7,8,9;;;;;;;;;Plants for bees (W.D.J.Kirk, F.N.Howes);shutterstock_11118919.jpg;
PL0843;Trifolium repens;;;Fabaceae;Vaste planten;;;;6,7,8,9;;;;;;;;;Plants for bees (W.D.J.Kirk, F.N.Howes);shutterstock_57188572.jpg;
PL0844;Tropaeolum majus;;;Tropaeolaceae;Vaste planten;;;;7,8,9;;;;;;;;;Plants for bees (W.D.J.Kirk, F.N.Howes);shutterstock_50347333.jpg;
PL0845;Tussilago farfara;;;Asteraceae;Vaste planten;;;;3,4;;;;;;;;;Plants for bees (W.D.J.Kirk, F.N.Howes);shutterstock_37675075.jpg,shutterstock_76643032.jpg;
PL0846;Ulex europaeus;;;Fabaceae;;;;;2,3,4,5,6;;;;;;;;;Plants for bees (W.D.J.Kirk, F.N.Howes);shutterstock_51075133.jpg;
